,SampleID,family_Desulfovibrionaceae+gut,genus_Prevotella+gut,order_Desulfovibrionales+gut,class_Verrucomicrobiae+gut,family_Coriobacteriaceae+gut,class_Actinobacteria+gut,order_Selenomonadales+gut,genus_unclassified_Clostridiales+gut,genus_Lachnospiracea_incertae_sedis+gut,genus_Bilophila+gut,order_Burkholderiales+gut,family_unclassified_Bacteria+gut,order_Bacteroidales+gut,genus_Collinsella+gut,genus_Clostridium.XI+gut,family_unclassified_Firmicutes+gut,order_Erysipelotrichales+gut,genus_Bacteroides+gut,order_Verrucomicrobiales+gut,genus_unclassified_Porphyromonadaceae+gut,family_Acidaminococcaceae+gut,order_unclassified_Bacteria+gut,order_Clostridiales+gut,genus_Alistipes+gut,genus_Blautia+gut,genus_unclassified_Firmicutes+gut,order_unclassified_Firmicutes+gut,genus_unclassified_Bacteria+gut,family_Enterobacteriaceae+gut,class_Clostridia+gut,family_Verrucomicrobiaceae+gut,genus_Anaerovorax+gut,class_Bacteroidia+gut,family_Erysipelotrichaceae+gut,genus_Streptococcus+gut,genus_unclassified_Clostridiales_Incertae.Sedis.XIII+gut,order_Enterobacteriales+gut,genus_Akkermansia+gut,class_unclassified_Bacteria+gut,family_Sutterellaceae+gut,order_Coriobacteriales+gut,family_Veillonellaceae+gut,genus_Clostridium.sensu.stricto+gut,order_Clostridiales+gut,class_Clostridia+gut,phylum_Firmicutes+gut
44,ZOZOW1T-58,0.000912347,0.0,0.000912347,6.76e-05,0.010002027,0.012266,0.006048523,0.02186254,0.029431642,0.0,0.003243901,0.061431371,0.466817598,0.007670474,0.006285058,0.004392782,0.024869906,0.31695614,6.76e-05,0.0,0.005676826,0.061431371,0.414746232,0.071602352,0.042001757,0.004392782,0.004392782,0.061431371,0.000135163,0.414780023,6.76e-05,0.000844766,0.466817598,0.024869906,0.000270325,0.0010813,0.000135163,6.76e-05,0.061431371,0.002568088,0.010002027,0.000371697,0.000439278,0.414746232,0.414780023,0.450969791
45,ZOZOW1T-58b,0.000312402,0.0,0.000312402,0.000156201,0.007705925,0.009059669,0.011194418,0.017911069,0.097000937,0.0,0.002447152,0.054201812,0.554670415,0.006143913,0.001926481,0.002551286,0.031969176,0.28376549,0.000156201,0.000104134,0.011194418,0.054201812,0.330990316,0.087212329,0.054670415,0.002551286,0.002551286,0.054201812,0.000676872,0.330990316,0.000156201,0.000156201,0.554670415,0.031969176,0.000260335,0.00301989,0.000676872,0.000156201,0.054201812,0.001874414,0.007705925,0.0,0.0,0.330990316,0.330990316,0.377538269
46,ZOZOW1T-59,0.000260252,0.0,0.000260252,0.0,0.002751236,0.003717887,0.002825594,0.024091906,0.016767669,3.72e-05,0.001598691,0.036807079,0.480536863,0.001449976,0.013310035,0.171134327,0.007287058,0.265494293,0.0,0.0,0.002676878,0.036807079,0.287467004,0.046771015,0.022418857,0.171134327,0.171134327,0.036807079,0.0,0.287541361,0.0,0.000185894,0.480536863,0.007287058,0.00066922,0.000446146,0.0,0.0,0.036807079,0.000966651,0.002751236,0.000148715,3.72e-05,0.287467004,0.287541361,0.470758821
47,ZOZOW1T-6011,0.000710301,0.0,0.000710301,0.013433054,0.00016713,0.00016713,0.001754862,0.004888545,0.062130487,0.000104456,0.006956776,0.073641548,0.671882508,2.09e-05,0.002381599,0.009568178,0.004637851,0.574696555,0.013433054,0.000960996,0.001754862,0.073641548,0.204462364,0.027618192,0.009213028,0.009568178,0.009568178,0.073641548,2.09e-05,0.204462364,0.013433054,0.000292477,0.671882508,0.004637851,2.09e-05,0.000146239,2.09e-05,0.013433054,0.073641548,0.006121127,0.00016713,0.0,0.000877431,0.204462364,0.204462364,0.22048593
48,ZOZOW1T-6014,0.000278924,0.0,0.000278924,0.026525717,0.000390494,0.000390494,0.001701439,0.028868682,0.037654803,8.37e-05,0.007335713,0.077568894,0.58652237,0.000251032,0.000669419,0.01584291,0.001924579,0.43593105,0.026525717,0.0,0.001645654,0.077568894,0.277139351,0.037347986,0.008814013,0.01584291,0.01584291,0.077568894,0.0,0.277139351,0.026525717,0.000390494,0.58652237,0.001924579,2.79e-05,0.000306817,0.0,0.026525717,0.077568894,0.007279929,0.000390494,5.58e-05,0.0,0.277139351,0.277139351,0.296636171
49,ZOZOW1T-6015,0.00046813,4.93e-05,0.00046813,0.063320768,0.000221746,0.000221746,0.004163895,0.010495972,0.033877843,0.000123192,0.005174071,0.024638431,0.656934486,4.93e-05,0.003794318,0.010422056,0.007933575,0.550545741,0.063320768,4.93e-05,0.004114618,0.024638431,0.224530022,0.030995146,0.013551137,0.010422056,0.010422056,0.024638431,0.000197107,0.224530022,0.063320768,9.86e-05,0.656934486,0.007933575,0.0,0.000197107,0.000197107,0.063320768,0.024638431,0.004878409,0.000221746,4.93e-05,9.86e-05,0.224530022,0.224530022,0.247049548
50,ZOZOW1T-6015-1,0.000455748,0.0,0.000455748,0.022024511,0.001396966,0.001396966,0.003338849,0.008530411,0.064518047,3.96e-05,0.004250344,0.022212755,0.600061427,0.000158521,0.003299218,0.013355394,0.009540983,0.508386752,0.022024511,0.0,0.003328941,0.022212755,0.321777813,0.029227309,0.015287369,0.013355394,0.013355394,0.022212755,2.97e-05,0.321797628,0.022024511,0.000208059,0.600061427,0.009540983,0.000118891,0.000257597,2.97e-05,0.022024511,0.022212755,0.004042285,0.001396966,9.91e-06,0.000108983,0.321777813,0.321797628,0.348231005
51,ZOZOW1T-6015-2A,0.000414766,0.0,0.000414766,0.039130547,0.000868416,0.000868416,0.001749793,0.016707279,0.065416321,3.89e-05,0.002125674,0.05277893,0.558689341,0.00018146,0.003771775,0.022449191,0.013557652,0.489967856,0.039130547,0.0,0.00172387,0.05277893,0.305928557,0.028605869,0.016033285,0.022449191,0.022449191,0.05277893,2.59e-05,0.305954479,0.039130547,0.000388843,0.558689341,0.013557652,0.000194421,0.000375881,2.59e-05,0.039130547,0.05277893,0.001970137,0.000868416,2.59e-05,6.48e-05,0.305928557,0.305954479,0.344035151
52,ZOZOW1T-6015-2B,0.000806364,2.18e-05,0.000806364,0.023929389,0.000675602,0.000675602,0.008041844,0.014601722,0.062242563,0.000130762,0.006363735,0.057578729,0.552642476,0.000217936,0.005361229,0.011572409,0.008761033,0.471875341,0.023929389,2.18e-05,0.007998257,0.057578729,0.324833824,0.028418873,0.016497766,0.011572409,0.011572409,0.057578729,2.18e-05,0.324855617,0.023929389,0.000457666,0.552642476,0.008761033,6.54e-05,0.000196143,2.18e-05,0.023929389,0.057578729,0.006015038,0.000675602,4.36e-05,0.000305111,0.324833824,0.324855617,0.353296284
53,ZOZOW1T-6016,0.000731048,0.0,0.000731048,0.045599094,0.000511733,0.000511733,0.00138899,0.010819504,0.030521237,7.31e-05,0.007127714,0.057972074,0.693508297,7.31e-05,0.006615981,0.009796038,0.002942467,0.58317494,0.045599094,0.0,0.001352438,0.057972074,0.171065136,0.033299218,0.00714599,0.009796038,0.009796038,0.057972074,0.0,0.171083413,0.045599094,0.000548286,0.693508297,0.002942467,0.000127933,0.000201038,0.0,0.045599094,0.057972074,0.006981504,0.000511733,3.66e-05,0.000603114,0.171065136,0.171083413,0.185338841
54,ZOZOW1T-6016-1,0.000538513,0.0,0.000538513,0.006942975,0.00036542,0.000384652,0.001865564,0.006596788,0.057120877,7.69e-05,0.00403885,0.033868641,0.682277142,9.62e-05,0.001942494,0.011770363,0.019040292,0.57193961,0.006942975,0.0,0.001865564,0.033868641,0.232503125,0.033599385,0.007250697,0.011770363,0.011770363,0.033868641,0.0,0.232522358,0.006942975,0.00036542,0.682277142,0.019040292,3.85e-05,0.000115396,0.0,0.006942975,0.033868641,0.004019617,0.00036542,0.0,0.004885085,0.232503125,0.232522358,0.265275507
55,ZOZOW1T-6016-2,0.000365357,0.0,0.000365357,0.005730328,0.000711484,0.000711484,0.002692101,0.018344743,0.054803477,5.77e-05,0.00244212,0.036804861,0.640662257,0.000115376,0.003461272,0.009787709,0.00867241,0.560379971,0.005730328,0.0,0.002672871,0.036804861,0.284593493,0.020152296,0.018190908,0.009787709,0.009787709,0.036804861,0.0,0.284651181,0.005730328,0.000326898,0.640662257,0.00867241,0.000173064,0.000461503,0.0,0.005730328,0.036804861,0.002422891,0.000711484,1.92e-05,0.003018999,0.284593493,0.284651181,0.306014922
56,ZOZOW1T-6016-3,0.000499456,0.0,0.000499456,0.01403828,0.000178377,0.000178377,0.008651291,0.013966929,0.046199675,0.000107026,0.004637805,0.036513797,0.665828294,8.92e-05,0.004477266,0.015857726,0.00374592,0.567078718,0.01403828,3.57e-05,0.008651291,0.036513797,0.238900483,0.024669556,0.011202083,0.015857726,0.015857726,0.036513797,7.14e-05,0.238900483,0.01403828,0.00039243,0.665828294,0.00374592,0.0,7.14e-05,7.14e-05,0.01403828,0.036513797,0.004066998,0.000178377,0.0,0.001605394,0.238900483,0.238900483,0.26715542
57,ZOZOW1T-6021,7.51e-05,0.0,7.51e-05,0.00236451,0.000225191,0.000337787,0.000638042,0.040421859,0.037907221,3.75e-05,0.002101787,0.046652154,0.637629485,3.75e-05,0.006380423,0.00848221,0.003790722,0.581181504,0.00236451,0.001238553,0.000638042,0.046652154,0.295638793,0.007881699,0.012573187,0.00848221,0.00848221,0.046652154,0.0,0.295638793,0.00236451,0.000300255,0.637629485,0.003790722,0.0,0.000262723,0.0,0.00236451,0.046652154,0.001839063,0.000225191,0.0,0.005667317,0.295638793,0.295638793,0.308549767
58,ZOZOW1T-6031,0.000179286,0.0,0.000179286,0.002988107,0.001135481,0.001135481,0.012430527,0.012430527,0.087252734,5.98e-05,0.008127652,0.042610411,0.452997072,0.000896432,0.000119524,0.024861053,0.001852627,0.400227096,0.002988107,0.002330724,0.012430527,0.042610411,0.44570609,0.010518138,0.007769079,0.024861053,0.024861053,0.042610411,0.0,0.445765852,0.002988107,0.000298811,0.452997072,0.001852627,0.0,0.000119524,0.0,0.002988107,0.042610411,0.007888603,0.001135481,0.0,0.0,0.44570609,0.445765852,0.484910058
59,ZOZOW1T-6037-1,0.000126678,0.000126678,0.000126678,0.000253357,0.000760071,0.000760071,0.009374208,0.013681277,0.046681024,0.0,0.007664049,0.040473778,0.469153788,0.000570053,0.000380035,0.031099569,0.001140106,0.418482392,0.000253357,0.002470231,0.009184191,0.040473778,0.424942995,0.01260451,0.009437548,0.031099569,0.031099569,0.040473778,0.0,0.424942995,0.000253357,0.000316696,0.469153788,0.001140106,0.0,0.0,0.0,0.000253357,0.040473778,0.006967317,0.000760071,0.000190018,0.000570053,0.424942995,0.424942995,0.466620218
60,ZOZOW1T-6037-2,4.97e-05,0.0,4.97e-05,0.0,0.000298329,0.000397772,0.007259348,0.010342084,0.079952267,0.0,0.016408115,0.025556881,0.435560859,0.000248608,0.003430788,0.001889419,0.001342482,0.359735481,0.0,0.013275656,0.00701074,0.025556881,0.49393397,0.013822593,0.008005171,0.001889419,0.001889419,0.025556881,0.0,0.49393397,0.0,0.000149165,0.435560859,0.001342482,0.0,4.97e-05,0.0,0.0,0.025556881,0.016159507,0.000298329,0.000248608,0.012977327,0.49393397,0.49393397,0.50447494
61,ZOZOW1T-6037-3,0.000133378,0.0,0.000133378,6.67e-05,0.000466822,0.000466822,0.009536512,0.009536512,0.040346782,6.67e-05,0.015271757,0.020006669,0.568189396,0.000200067,0.000533511,0.0024008,0.001067022,0.481493831,6.67e-05,0.002267422,0.009403134,0.020006669,0.364054685,0.025141714,0.008802934,0.0024008,0.0024008,0.020006669,0.0,0.364054685,6.67e-05,0.000333444,0.568189396,0.001067022,0.0,0.0,0.0,6.67e-05,0.020006669,0.015205068,0.000466822,0.000133378,0.002200734,0.364054685,0.364054685,0.377192397
62,ZOZOW1T-6041A,0.0009417,0.000513655,0.0009417,0.0,0.011899666,0.011899666,0.005564592,0.022429587,0.0422909,0.000256827,0.022172759,0.112062323,0.281311532,0.010957966,0.001626573,0.02020375,0.000599264,0.204434552,0.0,0.0,0.005564592,0.112062323,0.448334903,0.035870217,0.010786748,0.02020375,0.02020375,0.112062323,8.56e-05,0.448334903,0.0,0.000256827,0.281311532,0.000599264,0.0,0.000171218,8.56e-05,0.0,0.112062323,0.021830323,0.011899666,0.0,0.006249465,0.448334903,0.448334903,0.474788117
63,ZOZOW1T-6041B,0.000443385,0.0,0.000443385,0.0,0.004932661,0.004932661,0.0105304,0.020063182,0.070221138,0.000221693,0.02194757,0.100038796,0.362190323,0.004101314,0.001385579,0.010862939,0.000498808,0.303386355,0.0,0.000110846,0.0105304,0.100038796,0.418666519,0.018843873,0.006262817,0.010862939,0.010862939,0.100038796,5.54e-05,0.418666519,0.0,0.000332539,0.362190323,0.000498808,0.000166269,0.000221693,5.54e-05,0.0,0.100038796,0.021725877,0.004932661,0.0,0.017957102,0.418666519,0.418666519,0.440780358
64,ZOZOW1T-6047-1,0.000123239,0.0,0.000123239,0.0,0.000862671,0.00094483,0.009160744,0.012816826,0.05935998,4.11e-05,0.014254611,0.036684057,0.52779033,0.000698353,0.002259376,0.007188925,0.001232387,0.459926878,0.0,0.001314546,0.009119665,0.036684057,0.376740747,0.029207575,0.008873187,0.007188925,0.007188925,0.036684057,0.0,0.376740747,0.0,0.000328637,0.52779033,0.001232387,0.0,8.22e-05,0.0,0.0,0.036684057,0.014090293,0.000862671,4.11e-05,0.000205398,0.376740747,0.376740747,0.394322803
65,ZOZOW1T-6047-3,0.000255004,0.000191253,0.000255004,0.0,0.001976285,0.001976285,0.004717583,0.017850312,0.04054571,0.000191253,0.010901441,0.118449573,0.30058651,0.001083769,0.002422542,0.029006758,0.003697565,0.177355604,0.0,0.0,0.004717583,0.118449573,0.514790259,0.065472396,0.008287645,0.029006758,0.029006758,0.118449573,6.38e-05,0.515109014,0.0,0.000510009,0.30058651,0.003697565,0.000191253,0.0,6.38e-05,0.0,0.118449573,0.010518934,0.001976285,0.0,0.001976285,0.514790259,0.515109014,0.552977177
66,ZOZOW1T-6047-4,0.000141764,0.0,0.000141764,0.0,0.001063227,0.001063227,0.007513468,0.008080522,0.060178622,0.0,0.024879501,0.053090445,0.387368869,0.001063227,0.003685852,0.008647576,0.00120499,0.307768642,0.0,0.000637936,0.007513468,0.053090445,0.509001985,0.016869861,0.007513468,0.008647576,0.008647576,0.053090445,0.0,0.50921463,0.0,0.000354409,0.387368869,0.00120499,7.09e-05,0.000141764,0.0,0.0,0.053090445,0.024737737,0.001063227,0.0,0.00240998,0.509001985,0.50921463,0.526722427
67,ZOZOW1T-61,0.0,2.93e-05,0.0,0.000117288,0.000967628,0.000967628,0.00170068,0.007389163,0.037796153,0.0,0.004339667,0.038851748,0.620279146,0.000557119,0.001730002,0.002081867,0.008679334,0.475105559,0.000117288,0.0,0.001642036,0.038851748,0.281521229,0.026653765,0.018883415,0.002081867,0.002081867,0.038851748,0.0,0.281550551,0.000117288,0.000117288,0.620279146,0.008679334,0.0,0.000263899,0.0,0.000117288,0.038851748,0.004251701,0.000967628,5.86e-05,0.000439831,0.281521229,0.281550551,0.294071077
68,ZOZOW1T-62,8.5e-05,4.25e-05,8.5e-05,0.0,0.000424755,0.000424755,0.000807034,0.005097056,0.016650384,0.0,0.001529117,0.017584845,0.755681094,0.000127426,0.002930807,0.005734189,0.004077645,0.620779,0.0,0.0,0.000807034,0.017584845,0.141103513,0.046638067,0.012572739,0.005734189,0.005734189,0.017584845,4.25e-05,0.141145988,0.0,8.5e-05,0.755681094,0.004077645,0.0,0.000254853,4.25e-05,0.0,0.017584845,0.001444166,0.000424755,0.0,0.0,0.141103513,0.141145988,0.151807331
69,ZOZOW1T-63,0.000141759,0.0,0.000141759,7.09e-05,0.000389836,0.000389836,0.000850551,0.00283517,0.04199596,0.0,0.008505511,0.018038771,0.76999681,3.54e-05,0.000496155,0.002728851,0.008221994,0.650990538,7.09e-05,0.0,0.000850551,0.018038771,0.180777545,0.024595102,0.015770635,0.002728851,0.002728851,0.018038771,0.0,0.180812985,7.09e-05,0.0,0.76999681,0.008221994,0.0,0.000106319,0.0,7.09e-05,0.018038771,0.008434632,0.000389836,0.0,0.003543963,0.180777545,0.180812985,0.192614381
70,ZOZOW1T-64,8.15e-05,0.000285365,8.15e-05,8.15e-05,0.000815328,0.000815328,0.000611496,0.082796576,0.022951488,4.08e-05,0.001916021,0.030207909,0.653322462,4.08e-05,0.001386058,0.004525071,0.005992662,0.549653486,8.15e-05,0.000122299,0.000611496,0.030207909,0.277456176,0.020505503,0.011618426,0.004525071,0.004525071,0.030207909,0.0,0.277496943,8.15e-05,0.000203832,0.653322462,0.005992662,8.15e-05,0.000203832,0.0,8.15e-05,0.030207909,0.001916021,0.000815328,0.0,0.000122299,0.277456176,0.277496943,0.288707705
71,ZOZOW1T-65,0.00019098,2.73e-05,0.00019098,0.001118599,0.002128066,0.002155349,0.002619158,0.078356478,0.030338581,5.46e-05,0.00376504,0.055547977,0.526341636,0.001064033,0.003164816,0.010995007,0.005729408,0.437726789,0.001118599,0.000272829,0.002619158,0.055547977,0.342100237,0.018907047,0.020544021,0.010995007,0.010995007,0.055547977,0.000136414,0.342100237,0.001118599,0.000354678,0.526341636,0.005729408,0.000109132,0.000354678,0.000136414,0.001118599,0.055547977,0.003464928,0.002128066,0.0,0.000163697,0.342100237,0.342100237,0.361552942
72,ZOZOW1T-66,7.86e-05,0.0,7.86e-05,2.62e-05,0.000157134,0.000157134,0.000942803,0.01642049,0.036428871,2.62e-05,0.002121307,0.038995391,0.664676304,2.62e-05,0.002540331,0.00487115,0.003535512,0.595170752,2.62e-05,0.000445213,0.000942803,0.038995391,0.186203646,0.015241986,0.010108946,0.00487115,0.00487115,0.038995391,0.0,0.186203646,2.62e-05,0.000104756,0.664676304,0.003535512,0.0,0.000157134,0.0,2.62e-05,0.038995391,0.002095118,0.000157134,0.0,5.24e-05,0.186203646,0.186203646,0.195553111
73,ZOZOW1T-68,0.000104981,2.62e-05,0.000104981,0.000603643,0.000813606,0.000813606,0.002283345,0.028213742,0.053383025,0.0,0.002808252,0.040811506,0.595769251,2.62e-05,0.006010183,0.007453677,0.007794866,0.507558658,0.000603643,0.000131227,0.002283345,0.040811506,0.315993911,0.02461813,0.012571519,0.007453677,0.007453677,0.040811506,5.25e-05,0.315993911,0.000603643,0.000341189,0.595769251,0.007794866,2.62e-05,0.000288699,5.25e-05,0.000603643,0.040811506,0.002493307,0.000813606,0.0,0.000446171,0.315993911,0.315993911,0.33357829
74,ZOZOW1T-70,8.55e-05,0.0,8.55e-05,0.002051107,0.000341851,0.000384583,0.000726434,0.028715494,0.036492607,4.27e-05,0.003119392,0.026963507,0.626527647,4.27e-05,0.003333048,0.004187676,0.003333048,0.551277669,0.002051107,0.001025553,0.000726434,0.026963507,0.262242543,0.016109734,0.011281087,0.004187676,0.004187676,0.026963507,0.0,0.262242543,0.002051107,8.55e-05,0.626527647,0.003333048,4.27e-05,0.000170926,0.0,0.002051107,0.026963507,0.003033929,0.000341851,0.0,0.000598239,0.262242543,0.262242543,0.270532433
75,ZOZOW1T-7011,0.001100615,0.0,0.001100615,0.0,0.001192332,0.001192332,0.010547556,0.004952765,0.057965698,0.0,0.01339081,0.02247088,0.532972576,0.001008897,0.001650922,0.001192332,0.001100615,0.426763276,0.0,0.000275154,0.010455838,0.02247088,0.414381363,0.038888379,0.008896634,0.001192332,0.001192332,0.02247088,0.000183436,0.414473081,0.0,0.000458589,0.532972576,0.001100615,0.0,9.17e-05,0.000183436,0.0,0.02247088,0.013207374,0.001192332,9.17e-05,0.003760433,0.414381363,0.414473081,0.427405301
76,ZOZOW1T-7011-1,9.48e-05,7.9e-06,9.48e-05,0.0,0.00057646,0.000710704,0.011000118,0.00886011,0.051912978,7.9e-06,0.018036088,0.049701899,0.558297469,0.00055277,0.001255577,0.005827773,0.00055277,0.481336124,0.0,0.000860742,0.010944841,0.049701899,0.347076243,0.025577447,0.00713073,0.005827773,0.005827773,0.049701899,0.0,0.347123623,0.0,0.000126347,0.558297469,0.00055277,2.37e-05,5.53e-05,0.0,0.0,0.049701899,0.017396454,0.00057646,5.53e-05,0.001002882,0.347076243,0.347123623,0.364575354
77,ZOZOW1T-7011-2,0.00021182,0.0,0.00021182,0.0,0.001059098,0.001059098,0.010379157,0.007943232,0.061109934,0.00021182,0.010696886,0.03166702,0.443126456,0.000635459,0.000529549,0.004024571,0.000953188,0.357445456,0.0,0.001694556,0.010167337,0.03166702,0.490468121,0.025418344,0.012709172,0.004024571,0.004024571,0.03166702,0.0,0.49078585,0.0,0.000423639,0.443126456,0.000953188,0.00021182,0.00021182,0.0,0.0,0.03166702,0.010590976,0.001059098,0.00021182,0.004236391,0.490468121,0.49078585,0.506354586
78,ZOZOW1T-7012-1,0.000277739,0.0,0.000277739,0.0,0.000416609,0.000416609,0.013470351,0.007360089,0.058116928,6.94e-05,0.025829746,0.025552007,0.600124983,0.000347174,0.000763783,0.003194001,0.000347174,0.48437717,0.0,0.002291348,0.013470351,0.025552007,0.32064991,0.029162616,0.00361061,0.003194001,0.003194001,0.025552007,0.0,0.320719345,0.0,0.000486044,0.600124983,0.000347174,0.0,0.0,0.0,0.0,0.025552007,0.025690876,0.000416609,0.0,0.000902652,0.32064991,0.320719345,0.337800306
79,ZOZOW1T-7012A,0.002391464,9.2e-05,0.002391464,0.0,0.002299485,0.002299485,0.008462104,0.01223326,0.028053716,0.000459897,0.012969095,0.066777042,0.414275202,0.001655629,0.001011773,0.00763429,0.000919794,0.325974982,0.0,0.000367918,0.008462104,0.066777042,0.475073584,0.04120677,0.010301692,0.00763429,0.00763429,0.066777042,0.001195732,0.475073584,0.0,9.2e-05,0.414275202,0.000919794,0.0,9.2e-05,0.001195732,0.0,0.066777042,0.012693157,0.002299485,0.0,0.001747609,0.475073584,0.475073584,0.492089772
80,ZOZOW1T-7012B,0.000221125,0.0,0.000221125,0.0,0.00125304,0.00125304,0.007591951,0.01230928,0.044482937,7.37e-05,0.011756468,0.072492076,0.356858554,0.000958207,0.00062652,0.01953269,0.001363603,0.29697059,0.0,0.000847645,0.007555097,0.072492076,0.522517874,0.020933147,0.018943024,0.01953269,0.01953269,0.072492076,0.0,0.522554728,0.0,0.00044225,0.356858554,0.001363603,3.69e-05,7.37e-05,0.0,0.0,0.072492076,0.011461635,0.00125304,3.69e-05,0.001179332,0.522517874,0.522554728,0.551079826
81,ZOZOW1T-7013A,0.001295337,5.18e-05,0.001295337,0.0,0.001139896,0.00119171,0.02015544,0.009637306,0.078031088,0.000725389,0.005803109,0.02746114,0.522435233,0.000777202,0.002331606,0.001554404,0.002590674,0.44492228,0.0,0.000673575,0.02015544,0.02746114,0.413212435,0.031295337,0.015595855,0.001554404,0.001554404,0.02746114,0.0,0.413212435,0.0,0.000103627,0.522435233,0.002590674,0.00015544,0.00015544,0.0,0.0,0.02746114,0.005388601,0.001139896,0.0,0.001243523,0.413212435,0.413212435,0.437875648
82,ZOZOW1T-7013B,0.000185305,9.27e-05,0.000185305,0.000741221,0.001853053,0.001945706,0.012878718,0.01121097,0.056796072,0.0,0.015287686,0.038080237,0.544890207,0.001482442,0.001297137,0.041137774,0.001482442,0.477253776,0.000741221,0.0,0.012878718,0.038080237,0.332808302,0.019920319,0.016306866,0.041137774,0.041137774,0.038080237,0.000185305,0.332808302,0.000741221,9.27e-05,0.544890207,0.001482442,0.000185305,0.0,0.000185305,0.000741221,0.038080237,0.01436116,0.001853053,0.0,0.001297137,0.332808302,0.332808302,0.388492541
83,ZOZOW1T-7014,0.001941957,0.00032366,0.001941957,0.0,0.002589276,0.002805049,0.006365304,0.013054267,0.080159672,0.000431546,0.007228396,0.040781098,0.362390765,0.002265617,0.000970979,0.003236595,0.00248139,0.250296688,0.0,0.000431546,0.006365304,0.040781098,0.563491207,0.026647966,0.03981012,0.003236595,0.003236595,0.040781098,0.000539433,0.563599094,0.0,0.000107887,0.362390765,0.00248139,0.0,0.000215773,0.000539433,0.0,0.040781098,0.006688963,0.002589276,0.0,0.002697163,0.563491207,0.563599094,0.575790269
84,ZOZOW1T-7014-1,0.000194565,0.0,0.000194565,0.0,0.000583695,0.000583695,0.010895648,0.011219923,0.056164472,0.0,0.014138401,0.059796355,0.508463584,0.000324275,0.001556521,0.008431156,0.000778261,0.404565795,0.0,0.004280433,0.010895648,0.059796355,0.380115442,0.023153252,0.008560866,0.008431156,0.008431156,0.059796355,0.000194565,0.380245152,0.0,0.000583695,0.508463584,0.000778261,0.00012971,6.49e-05,0.000194565,0.0,0.059796355,0.01387898,0.000583695,0.0,0.002269927,0.380115442,0.380245152,0.400479927
85,ZOZOW1T-7015,0.002204262,5.65e-05,0.002204262,0.000565195,0.00118691,0.00118691,0.010116995,0.012547335,0.056349969,0.001017351,0.015938507,0.114734641,0.454925677,0.000565195,0.001017351,0.006443226,0.001412988,0.381054654,0.000565195,0.000339117,0.010116995,0.114734641,0.369694229,0.019442717,0.007799695,0.006443226,0.006443226,0.114734641,0.0,0.369750749,0.000565195,0.000282598,0.454925677,0.001412988,0.000452156,0.000113039,0.0,0.000565195,0.114734641,0.015825468,0.00118691,0.0,0.001639066,0.369694229,0.369750749,0.388232634
